Open,High,Low,Close,Volume,date
36125.43,36208,35681.96,35764.66,2306.027566,2021-01-18T02:00
35764.6,35847.18,34842.99,35106.25,4674.316954,2021-01-18T03:00
35108.27,35313.9,34908.8,35132.11,1922.624472,2021-01-18T04:00
35132.11,35477.06,34800,35344.5,2494.063151,2021-01-18T05:00
35344.5,35464.04,35072.69,35195.45,1597.768436,2021-01-18T06:00
35195.44,36278.68,35160.3,36104.61,3917.131562,2021-01-18T07:00
36100.55,36450,36073.13,36233.19,2494.364151,2021-01-18T08:00
36233.19,36650,36204.15,36574.61,3077.327292,2021-01-18T09:00
36574.63,36633.5,36123.53,36216.63,2686.93417,2021-01-18T10:00
36216.63,36537,35771.6,36442.08,3460.541947,2021-01-18T11:00
36443.91,37469.83,36385,36981.4,8243.844243,2021-01-18T12:00
36981.4,37050,36705,36766.78,4234.618101,2021-01-18T13:00
36764.94,36985,36047.89,36449.71,3586.759986,2021-01-18T14:00
36449.71,36600.78,36122,36405.98,2041.284624,2021-01-18T15:00
36405.99,36565,35831.88,36184.31,2789.035791,2021-01-18T16:00
36184.31,36300,35400,35675.28,3638.798654,2021-01-18T17:00
35675.29,35889.99,35532.32,35755.62,2134.487969,2021-01-18T18:00
35755.62,36065,35695.7,35956.14,2040.507553,2021-01-18T19:00
35951.83,36400,35755.01,36102.79,2370.494127,2021-01-18T20:00
36102.79,36296.9,35960,36198.01,1386.554874,2021-01-18T21:00
36198.01,36529,36154.65,36470.06,1403.435027,2021-01-18T22:00
36472.46,36777.77,36271.18,36631.27,2312.341397,2021-01-18T23:00
36622.46,36916.66,36364.43,36676.89,2733.810333,2021-01-19T00:00
36676.89,37280,36644.7,36922.44,6704.659127,2021-01-19T01:00
36922.44,37014.19,36579.94,36804.11,3367.186613,2021-01-19T02:00
36804.1,36846.06,36416.52,36465.3,2526.732442,2021-01-19T03:00
36468.31,36648.92,36233,36284.71,2229.694328,2021-01-19T04:00
36284.71,36538.46,36018.09,36251.18,2305.607827,2021-01-19T05:00
36249.37,36753.31,36002.01,36599.55,2938.256367,2021-01-19T06:00
36599.55,37233.87,36470.62,37168.82,3825.667757,2021-01-19T07:00
37167.92,37535.27,36897.07,37197.72,5687.62709,2021-01-19T08:00
37197.71,37448.41,37000.08,37040.04,3275.36236,2021-01-19T09:00
37040.05,37299.51,36750,37110.6,3322.075118,2021-01-19T10:00
37110.6,37269,36811.83,37266.49,2885.730909,2021-01-19T11:00
37263.73,37449,36610,36782.17,4108.414966,2021-01-19T12:00
36782.16,37146.87,36782.16,37082.52,2645.546491,2021-01-19T13:00
37082.52,37263.49,36913.62,36992.33,2406.250417,2021-01-19T14:00
36992.32,37350,36776.5,37329.4,2806.434853,2021-01-19T15:00
37329.4,37850,37203.97,37366.1,5147.020156,2021-01-19T16:00
37366.09,37522.8,37015,37162.4,2476.825643,2021-01-19T17:00
37162.4,37162.4,36500,36500,3818.662383,2021-01-19T18:00
36500,36800,36052.04,36279.82,4162.251559,2021-01-19T19:00
36281.66,36596.17,36100,36436.26,2878.69976,2021-01-19T20:00
36436.26,36777.88,36381.91,36452.22,2721.214724,2021-01-19T21:00
36452.22,36769.23,36325.63,36632.82,1252.401875,2021-01-19T22:00
36632.82,36722.71,35844.06,35891.49,3385.174671,2021-01-19T23:00
35901.94,36350,35610.17,36314.04,3376.908018,2021-01-20T00:00
36313.94,36415.31,36000,36105.27,2185.603813,2021-01-20T01:00
36105.27,36125.86,35708.08,36080.9,2649.687175,2021-01-20T02:00
36080.9,36100,35000,35062.49,5563.392878,2021-01-20T03:00
35062.49,35440,34737,35251.36,4580.640046,2021-01-20T04:00
35252.03,35500.01,35192.87,35477.18,2705.036018,2021-01-20T05:00
35477.18,35909.95,35133.68,35262.93,3973.879045,2021-01-20T06:00
35262.92,35884.79,35200,35677.14,2748.948678,2021-01-20T07:00
35672.86,35939.12,35350.46,35475.45,2722.805386,2021-01-20T08:00
35475.46,35566.8,34500,34801.83,5641.773786,2021-01-20T09:00
34801.46,34979.59,34345.11,34721.51,5228.272141,2021-01-20T10:00
34721.5,34867.99,34000,34426.17,5516.474242,2021-01-20T11:00
34426.17,34797.73,34020,34717.66,4980.587479,2021-01-20T12:00
34717.66,34983.77,34210,34958.56,3863.832886,2021-01-20T13:00
34958.56,35142.18,34800.14,34873.96,3575.829075,2021-01-20T14:00
34875.87,35049.96,34067.16,34192.17,3689.935923,2021-01-20T15:00
34193.11,34733,33400,34693.65,9164.626299,2021-01-20T16:00
34694.65,35100.01,34558.25,34849.99,3580.941356,2021-01-20T17:00
34843.52,35266.72,34765.24,35250.61,2311.693069,2021-01-20T18:00
35250.39,35311,34851.23,35197.12,2620.953765,2021-01-20T19:00
35468.23,35600,35077.35,35293.21,2017.772003,2021-01-21T00:00
35293.21,35384.2,34622.5,34784.69,2831.353226,2021-01-21T01:00
34784.69,34831.42,34364.75,34560.12,3087.999818,2021-01-21T02:00
34560.11,34821.6,34230.76,34571.09,3058.583037,2021-01-21T03:00
34572.42,34923.07,34160.05,34246.48,3255.930557,2021-01-21T04:00
34247.92,34619.66,33971.41,34562.7,3522.778227,2021-01-21T05:00
34562.69,34805.16,34500.36,34661.83,2361.033751,2021-01-21T06:00
34661.83,35019.01,34550,34624.27,2505.293449,2021-01-21T07:00
34624.27,34681.73,33195,33239,7574.112319,2021-01-21T08:00
33237.74,33500,32540,32878.33,10141.56881,2021-01-21T09:00
32880.08,33067.87,32009.68,32826.62,7957.206549,2021-01-21T10:00
32826.63,33000,32153.16,32208.62,6499.198398,2021-01-21T11:00
32206.89,32693.16,31300,32475.34,10991.83005,2021-01-21T12:00
32474.48,32784.31,32200,32304.44,4837.423551,2021-01-21T13:00
32306.39,32450,31037,31180.19,10854.17363,2021-01-21T14:00
31181.74,32047.4,31060.81,31384.09,7812.917753,2021-01-21T15:00
31384.19,32210.38,31050,31083.5,7922.457513,2021-01-21T16:00
31084.98,32006.43,31038.51,31912.38,4587.716597,2021-01-21T17:00
31912.37,32101,31432.64,31742.68,3560.625853,2021-01-21T18:00
31744.26,32751.24,31600,32468.66,5995.575742,2021-01-21T19:00
32468.66,32550,31862.69,31883.01,4446.733675,2021-01-21T20:00
31880.9,32131.52,31200,31229.71,4096.665079,2021-01-21T21:00
31224.71,31249.02,30071,30913.18,9566.504172,2021-01-21T22:00
30913.17,31571.88,30579.48,30850.13,5518.622909,2021-01-21T23:00
30851.99,30863.98,29223.03,29528.31,16556.09619,2021-01-22T00:00
29524.48,30436.26,28850,30068.29,17679.88048,2021-01-22T01:00
30068.29,30849.98,29781.2,30710.91,8224.70597,2021-01-22T02:00
30710.92,31029.79,30282.97,30943.4,4353.710255,2021-01-22T03:00
30943.4,31414,30753.27,30919.6,5349.741131,2021-01-22T04:00
30919.59,31924.44,30711.66,31800.93,5843.711427,2021-01-22T05:00
31814.81,32152.9,31500.26,31542.75,5707.043253,2021-01-22T06:00
31542.6,31878.2,30615.22,30842.45,5871.330171,2021-01-22T07:00
30846.59,31636.99,30500,31526.3,5959.973992,2021-01-22T08:00
31526.31,31799.98,31258.94,31414.59,5197.32705,2021-01-22T09:00
31412.74,31766.01,31052.44,31386.37,4556.220507,2021-01-22T10:00
31386.37,31997,31375.49,31710.88,6197.724714,2021-01-22T11:00
31712.09,31995,31286,31550,5176.963548,2021-01-22T12:00
31550,32322.56,31334.02,32141.8,6045.557069,2021-01-22T13:00
32141.8,32537.67,32132.59,32516.74,5791.991303,2021-01-22T14:00
32516.74,32767.44,32265.66,32458.42,4727.186499,2021-01-22T15:00
32462.79,32626,31955.67,32377.56,4665.554971,2021-01-22T16:00
32377.56,32500,32070.7,32329.25,2777.802659,2021-01-22T17:00
32329.25,33322,32185.44,33277.32,5488.665732,2021-01-22T18:00
33275.67,33655.79,33098.86,33589.52,4699.141833,2021-01-22T19:00
33589.52,33826.53,33320.22,33503.2,3725.032945,2021-01-22T20:00
33501.36,33668.88,33192.13,33290.01,2586.470121,2021-01-22T21:00
33290.01,33606.16,32760,32835.29,2591.01826,2021-01-22T22:00
32835.29,33173.01,32580,32945.17,3198.833977,2021-01-22T23:00
32950,32974.89,32400,32702.18,3359.612554,2021-01-23T00:00
32702.18,32935.08,32237.39,32706.76,3198.930513,2021-01-23T01:00
32706.77,32860,32053.33,32256.17,3543.412638,2021-01-23T02:00
32256.17,32612,32200,32365.01,2109.566325,2021-01-23T03:00
32365,32810,32300,32582.01,2171.598105,2021-01-23T04:00
32582.01,33378.52,32267.07,33350.6,3432.487248,2021-01-23T05:00
33357.15,33456,32771.99,32820.11,3459.270262,2021-01-23T06:00
32820.11,33150,32676.15,32931.18,2401.161076,2021-01-23T07:00
32931.17,33000,32597.76,32943.24,2294.690061,2021-01-23T08:00
32943.24,33104.94,32350,32453.56,3494.212184,2021-01-23T09:00
32453.56,32532.37,32171,32344.37,2788.784034,2021-01-23T10:00
32344.37,32542.37,31511.24,31645.49,4876.619616,2021-01-23T11:00
31643.9,32001.28,31469.25,31602.63,2832.035856,2021-01-23T12:00
31604.51,32289.25,31390.16,31865.19,3721.341084,2021-01-23T13:00
31865.19,31980,31650,31721.74,2196.241592,2021-01-23T14:00
31719.94,32180,31609.05,31877.1,2104.616717,2021-01-23T15:00
31877.1,32328.03,31759.65,32121.84,2518.066139,2021-01-23T16:00
32120.31,32409.97,32044.77,32239.09,2251.774582,2021-01-23T17:00
32238.8,32345,31825,32167.48,2438.104191,2021-01-23T18:00
32169.92,32500,32138.24,32348.79,2045.514331,2021-01-23T19:00
32348.78,32400,32021.73,32191.33,1524.957919,2021-01-23T20:00
32192.93,32442.68,31812.5,32344.22,2255.056851,2021-01-23T21:00
32344.21,32538.61,31966.47,32049.97,1596.251945,2021-01-23T22:00
32050.03,32122.78,31835.85,32078,1980.981852,2021-01-23T23:00
32480.06,32879.99,32346.44,32811.05,4046.603906,2021-01-24T04:00
32811.77,32980,32720,32871.98,2869.473838,2021-01-24T05:00
32871.98,33071,32571.52,32757.02,2415.520546,2021-01-24T06:00
32757.03,32853.09,32511.76,32801.15,1803.946232,2021-01-24T07:00
32797.21,33030,32570,32630.48,2135.763275,2021-01-24T08:00
32630.48,32758.92,32541.32,32641.58,1910.538625,2021-01-24T09:00
32641.57,32724.66,32465,32693.74,1565.435843,2021-01-24T10:00
32693.73,32893.93,32693.73,32833.37,1989.116728,2021-01-24T11:00
32833.37,32931.59,32128.15,32362.31,3068.96485,2021-01-24T12:00
32362.32,32415.37,32107.61,32227.29,2663.868671,2021-01-24T13:00
32227.3,32360.02,31929.31,32055.71,2195.430047,2021-01-24T14:00
32055.72,32259.81,31858.68,31957.05,2011.062567,2021-01-24T15:00
31956.9,32139.6,31500,31729.07,3614.856024,2021-01-24T16:00
31729.07,31986.12,31635.42,31851.6,2263.534975,2021-01-24T17:00
31851.59,31941.56,31766.81,31831.67,1377.9965,2021-01-24T18:00
31831.66,31841.47,30900,31306.29,5345.533596,2021-01-24T19:00
31306.29,31757.17,31250.26,31673.26,2860.482417,2021-01-24T20:00
31673.26,31977.6,31573.31,31909.46,1744.665865,2021-01-24T21:00
31909.46,32348.4,31650,32127.97,1991.433164,2021-01-24T22:00
32127.97,32369.59,32015.46,32259.9,2337.613427,2021-01-24T23:00
32259.45,32831.07,32175.61,32574.71,4492.345342,2021-01-25T00:00
32575.15,32908.98,32411.77,32864.98,2900.147001,2021-01-25T01:00
32864.97,32995,32636.36,32768.23,2347.98898,2021-01-25T02:00
32768.23,33674.48,32580.3,33568.18,4706.036305,2021-01-25T03:00
33568.17,33797.96,33261,33378.93,3754.09528,2021-01-25T04:00
33378.06,33461.53,33188,33331.13,2126.577599,2021-01-25T05:00
33331.13,33550,33150,33496.22,2557.380441,2021-01-25T06:00
33496.22,33562.04,33045,33346.95,2786.698459,2021-01-25T07:00
33347.19,33497.88,33188.99,33448.21,2566.701936,2021-01-25T08:00
33449.72,33548,32800,32979.1,3423.016872,2021-01-25T09:00
32979.1,33166,32750.09,33117.43,3417.078317,2021-01-25T10:00
33119.35,33334.57,33040,33185.26,1981.513268,2021-01-25T11:00
33185.25,34300,33050,34180.01,6294.12879,2021-01-25T12:00
34180.01,34693.93,34098.59,34544.49,6947.920979,2021-01-25T13:00
34544.5,34875,34280.45,34467.43,4653.601761,2021-01-25T14:00
34467.43,34588.88,34202.69,34458.31,3214.090835,2021-01-25T15:00
34458.31,34600,33630.57,33910.96,6140.455965,2021-01-25T16:00
33910.95,34246.66,33700.75,33784.36,3303.045679,2021-01-25T17:00
33784.35,34031.56,33519,33672.46,2950.057258,2021-01-25T18:00
33669.27,33788.38,33373.92,33411.54,2213.528823,2021-01-25T19:00
33411.54,33473.92,33061.12,33470.2,3271.377752,2021-01-25T20:00
33463.51,33464.21,32155.28,32718.08,5912.514443,2021-01-25T21:00
32715.53,32732.99,31910,32462.36,3761.903244,2021-01-25T22:00
32462.38,32650,32201.44,32254.2,2777.021592,2021-01-25T23:00
32254.19,32793.01,31758,32474.33,3799.041198,2021-01-26T00:00
32474.34,32827.33,32210.01,32758.85,2324.035401,2021-01-26T01:00
32754.2,32765.41,32230.29,32307.97,2168.256682,2021-01-26T02:00
32307.96,32363.93,31458,31518.66,4883.733091,2021-01-26T03:00
31520.25,32181.9,31424.71,32000.01,3361.246792,2021-01-26T04:00
32000.01,32312.46,31784.87,32062.32,2272.548624,2021-01-26T05:00
32062.32,32073.99,31311.93,31581.73,4195.640107,2021-01-26T06:00
31581.72,31782.08,31100,31643.61,6371.297345,2021-01-26T07:00
31643.61,31981.99,31527.86,31896.97,2952.735644,2021-01-26T08:00
31896.97,32075,31373,31804.77,3370.061456,2021-01-26T09:00
31804.78,32450,31804.78,32246.68,4058.119868,2021-01-26T10:00
32247.2,32249.98,31650,31796.95,2789.974584,2021-01-26T11:00
31798.65,31972.73,31229.45,31296.94,3784.604237,2021-01-26T12:00
31297.76,31920,31201,31718.97,3556.69465,2021-01-26T13:00
31718.96,31780.6,30837.37,31257.73,6500.212591,2021-01-26T14:00
31259.29,31885.02,31252,31750.23,3825.060752,2021-01-26T15:00
31750.24,32122.81,31300.69,31985.3,6316.901264,2021-01-26T16:00
31985.29,32235,31895.61,32184.36,2854.445472,2021-01-26T17:00
32184.36,32350,31861.22,32224.5,2862.286212,2021-01-26T18:00
32222.88,32403.88,32035.93,32208.33,2678.41918,2021-01-26T19:00
32208.33,32395,31855.71,31986.99,2630.683429,2021-01-26T20:00
31986.98,32322.23,31900,31987.13,1967.1832,2021-01-26T21:00
31987.13,32733.81,31890,32733.81,2170.301702,2021-01-26T22:00
32733.81,32921.88,32454.84,32467.77,3278.723429,2021-01-26T23:00
32464.01,32557.29,31880,32335.7,3512.77489,2021-01-27T00:00
32335.71,32457.79,31955.39,32084.6,2849.986274,2021-01-27T01:00
32084.88,32263.56,31758.92,31802.36,1970.049621,2021-01-27T02:00
31802.17,31916.66,31568.28,31800.86,2041.559941,2021-01-27T03:00
31743.33,31749.28,31142.33,31172.11,3088.059946,2021-01-27T08:00
31172.11,31290,30755,31201.05,5108.524994,2021-01-27T09:00
31201.06,31400,31080.77,31376.9,2985.392328,2021-01-27T10:00
31376.89,31615.38,30578.94,30639.05,4942.27402,2021-01-27T11:00
30635.74,30888,30336.18,30759.03,5893.376742,2021-01-27T12:00
30759.02,31057,30245,30275.3,4235.131879,2021-01-27T13:00
30275.3,30520,29241.72,29573.15,9777.525888,2021-01-27T14:00
29573.98,30464.93,29390,30322.61,6452.91178,2021-01-27T15:00
30322.59,30948,30216.37,30529.57,5435.252583,2021-01-27T16:00
30529.56,30845.81,30101.43,30514.34,4037.443676,2021-01-27T17:00
30508.51,30537.5,29500,29709.79,4509.673112,2021-01-27T18:00
29719.93,30850,29712.94,30740.33,5614.820699,2021-01-27T19:00
30731.57,31556,30512.19,31520.2,5934.230908,2021-01-27T20:00
31520.2,31649.99,30735.01,30958,3361.403794,2021-01-27T21:00
30958.01,31051.46,30325.01,30519.93,2605.664076,2021-01-27T22:00
30517.37,30727.14,30084.24,30366.15,3461.236368,2021-01-27T23:00
30362.19,30728.57,29842.1,30671.86,3868.316546,2021-01-28T00:00
30676.28,30917.53,30370.79,30881.94,2527.680745,2021-01-28T01:00
30880.57,31214.51,30788.3,30981.72,3021.347409,2021-01-28T02:00
30987.85,31526.78,30902.81,31404.25,4735.034568,2021-01-28T03:00
31406.9,31590,31045.7,31300.73,2910.72013,2021-01-28T04:00
31300.72,31800,31057.96,31729.16,3279.919594,2021-01-28T05:00
31729.16,31876.63,31521.37,31564.58,3487.71079,2021-01-28T06:00
31564.75,31597.76,31080,31170.53,2809.48377,2021-01-28T07:00
31170.2,31303.15,31001.55,31070.47,2699.222378,2021-01-28T08:00
31070.47,31483.44,30812.26,31466.91,3531.477648,2021-01-28T09:00
31473.33,31585.39,31030,31490.29,3025.903137,2021-01-28T10:00
31490.29,31600,31178.8,31437.37,2607.58697,2021-01-28T11:00
31437.37,31713.43,31273.54,31477.95,3396.262178,2021-01-28T12:00
31477.95,31840,31161.96,31775.12,3636.186466,2021-01-28T13:00
31775.12,32150,31612.52,31830.53,5513.947878,2021-01-28T14:00
31829.74,32203.38,31680.69,31926.49,5860.378282,2021-01-28T15:00
31926.49,32436.58,31650,32425.71,5459.951763,2021-01-28T16:00
32425.71,32490,32160.06,32281.49,3534.239542,2021-01-28T17:00
32281.5,32670,32103.44,32633.68,3997.536318,2021-01-28T18:00
32633.69,32747.78,32458.81,32564.71,3898.141499,2021-01-28T19:00
32564.71,32900,32392.34,32577.96,3598.00013,2021-01-28T20:00
32577.97,33295.55,32577.96,33183.53,4305.943929,2021-01-28T21:00
33183.53,33488.66,33126.02,33469.67,3851.038597,2021-01-28T22:00
33469.67,33783.98,33026,33364.86,7065.11535,2021-01-28T23:00
33368.18,34310,33330.93,34150.23,10164.38795,2021-01-29T00:00
34150.23,34304.52,33666.66,33906.57,5122.468251,2021-01-29T01:00
33906.56,34201.14,33770,33969.2,4650.648566,2021-01-29T02:00
33969.21,34114.95,33501,33733.58,6809.202377,2021-01-29T03:00
33728.99,33934.48,32750.47,33062.82,8609.935103,2021-01-29T04:00
33062.81,33193.57,32755.56,32980.32,5689.533013,2021-01-29T05:00
32980.31,32982.33,32330.55,32483.74,7328.136602,2021-01-29T06:00
32483.74,32626.98,31915.4,32266.35,6736.554271,2021-01-29T07:00
32266.36,36600,32006.91,36240.24,19312.82748,2021-01-29T08:00
36223.22,37990,34591.83,36877.16,32057.76917,2021-01-29T09:00
36875.5,37200,35489.41,36617.23,13351.73985,2021-01-29T10:00
36617.23,37208.94,36421.93,37025.32,9995.033904,2021-01-29T11:00
37023.83,37869,36534.42,37840.07,9895.617715,2021-01-29T12:00
37842.07,38531.9,36979.32,38250.03,10190.52174,2021-01-29T13:00
38250.01,38448.39,36456.78,37058.49,12376.77875,2021-01-29T14:00
37058.49,37517.8,36700,37129.4,7119.860949,2021-01-29T15:00
37129.4,37569,35808,36039.18,10309.64506,2021-01-29T16:00
36038.73,36429,35564,35741.23,8064.316659,2021-01-29T17:00
35741.23,35999.99,34600,35202.46,11212.39792,2021-01-29T18:00
35204.22,35357.14,33500,34318.57,11414.90902,2021-01-29T19:00
34322.5,34953.87,33843.22,34574.61,7664.137033,2021-01-29T20:00
34574.61,34813,34120,34635.53,4701.564143,2021-01-29T21:00
34628.68,35354.94,34250,34485.98,4078.627019,2021-01-29T22:00
34485.98,34640.19,33700,34252.2,4970.393094,2021-01-29T23:00
34246.28,34861.56,34214.91,34250.1,4446.39087,2021-01-30T00:00
34250.1,34933,33927,34123.05,3869.4494,2021-01-30T01:00
34123.06,34443.96,33674.7,33862.51,3988.197337,2021-01-30T02:00
33861.55,34000,32825,33273.36,6807.719187,2021-01-30T03:00
33273.36,33656.08,33001.52,33503.13,4185.936723,2021-01-30T04:00
33503.14,33986.4,33174.55,33503.72,3638.464557,2021-01-30T05:00
33503.72,33850,33137.8,33809.79,3684.993843,2021-01-30T06:00
33809.79,34200,33400,34046.8,3867.918825,2021-01-30T07:00
33660.4,33832.78,33410.63,33751.77,3003.423753,2021-01-30T12:00
33751.77,34349.63,33666.67,34237.69,3019.375159,2021-01-30T13:00
34237.69,34400,34000,34234.73,2997.769874,2021-01-30T14:00
34234.73,34500,34057.22,34210.2,2959.942678,2021-01-30T15:00
34210.18,34262.35,33520,33956.7,5589.954777,2021-01-30T16:00
33956.7,34290.44,33943,34253.67,3332.807905,2021-01-30T17:00
34252.02,34351,34110.12,34340,2258.747878,2021-01-30T18:00
34340,34400.02,34028.87,34286.5,2047.944881,2021-01-30T19:00
34286.5,34449.69,34080,34154.63,2018.493472,2021-01-30T20:00
34157.5,34690,33966.4,34675.53,2087.957955,2021-01-30T21:00
34675.53,34800,34516.78,34526.13,2094.792611,2021-01-30T22:00
34525.88,34553.51,34164.78,34262.88,3083.892855,2021-01-30T23:00
34262.89,34342.69,33850,34066.84,2644.824549,2021-01-31T00:00
34066.84,34249.99,33940,34194,1867.103976,2021-01-31T01:00
34193.29,34238,33681,33750,2644.012935,2021-01-31T02:00
33748.69,34042,33655,33930.21,1980.016722,2021-01-31T03:00
33930.22,34127.65,33794.27,34034.31,1805.951751,2021-01-31T04:00
34034.3,34056.64,33678.46,33756.39,1919.906624,2021-01-31T05:00
33757.17,33857.88,33571.42,33655.86,1945.825594,2021-01-31T06:00
33655.85,33846.27,33450,33607.98,2065.004715,2021-01-31T07:00
33607.68,33832.94,33312.12,33596.72,2711.806898,2021-01-31T08:00
33596.72,33769.93,33270,33301.7,2439.994277,2021-01-31T09:00
33300.01,33744.88,33205,33653.68,2544.013927,2021-01-31T10:00
33652.23,33784.4,33469.38,33563.23,1965.178302,2021-01-31T11:00
33563.24,34220,33366.29,33974.05,4152.45212,2021-01-31T12:00
33974.05,34050,33607.95,33692.92,2291.022091,2021-01-31T13:00
33691.49,33735.54,33318.02,33330.71,2924.249894,2021-01-31T14:00
33330.72,33470,32554,32862.66,6617.934511,2021-01-31T15:00
32862.65,33073.55,32555,32891.86,3707.19492,2021-01-31T16:00
32891.86,33077.9,32200,32302.31,4790.614733,2021-01-31T17:00
32302.32,32849.71,32171.67,32450.3,3929.77849,2021-01-31T18:00
32449.53,32926.25,32400.27,32808.8,3396.978125,2021-01-31T19:00
32807.29,32931.55,32461.23,32853.73,2968.315197,2021-01-31T20:00
32853.73,32899.39,32515,32560.73,2336.553165,2021-01-31T21:00
32561.35,33088.88,32559.85,32974.1,1874.807965,2021-01-31T22:00
32974.1,33255.49,32933.54,33092.98,3218.738903,2021-01-31T23:00
33092.97,33106.33,32296.16,32546.27,4383.926122,2021-02-01T00:00
32546.32,33560.9,32476.34,33430.29,3713.649492,2021-02-01T01:00
33425.19,33830,33222.88,33649.73,3694.931629,2021-02-01T02:00
33646.37,33776.81,33470,33573.97,2882.141795,2021-02-01T03:00
33573.25,33943.55,33423.43,33558.25,3206.054328,2021-02-01T04:00
33560.91,33888.33,33429.36,33755.4,2593.020379,2021-02-01T05:00
33753.59,34427,33284.24,33518.89,6222.258955,2021-02-01T06:00
33518.88,33885.39,33390.12,33803.97,3328.878829,2021-02-01T07:00
33802.6,34500,33589.23,34477.31,5058.23727,2021-02-01T08:00
34475.57,34717.27,34268.62,34354.47,5654.141055,2021-02-01T09:00
34354.46,34539.94,34012.41,34163.28,4235.260657,2021-02-01T10:00
34163.28,34400,33935.47,34183.33,4573.86889,2021-02-01T11:00
34183.33,34460,33590,33770.23,5761.08894,2021-02-01T12:00
33770.23,34050,33655,33702.25,4848.934356,2021-02-01T13:00
33702.25,33866.49,33400,33532.81,4147.496698,2021-02-01T14:00
33535.51,33638.99,33160,33160.17,2721.186603,2021-02-01T15:00
33160,33603.91,33133.26,33460.83,2419.87278,2021-02-01T16:00
33460.83,34100,33380,33978.31,3038.668685,2021-02-01T17:00
33979.94,34032.93,33655.01,33731.52,1872.630656,2021-02-01T18:00
33739.52,34072.54,33700.3,33838.13,1802.347253,2021-02-01T19:00
33838.13,34039,33722.04,33831.55,1718.931235,2021-02-01T20:00
33831.54,33848.95,33549,33658.67,1451.016267,2021-02-01T21:00
33661.79,33789.73,33511,33539.39,1538.152625,2021-02-01T22:00
33542.12,33768,33430.76,33526.37,1851.581383,2021-02-01T23:00
33517.09,34161.39,33418,33763.07,3418.178933,2021-02-02T00:00
33763.06,33800.96,33509,33744.71,1866.753456,2021-02-02T01:00
33742.99,33876.73,33555.49,33646,2079.71725,2021-02-02T02:00
33646,33700,33501.25,33550.32,1739.293586,2021-02-02T03:00
33554.08,33963.29,33500,33876.37,2126.287435,2021-02-02T04:00
33876.36,34100,33770,33992.83,2064.000409,2021-02-02T05:00
33992.83,34321.61,33924.73,34295.01,3127.063242,2021-02-02T06:00
34295.01,34400,34136.02,34223.38,3112.034911,2021-02-02T07:00
34223.38,34683.63,34080,34663.87,4957.224233,2021-02-02T08:00
34663.87,35668.1,34663.87,35334.04,8817.044699,2021-02-02T09:00
35334.03,35434.7,34910.48,35160.24,3910.053832,2021-02-02T10:00
35160.24,35284.49,34601,34720.15,4384.335984,2021-02-02T11:00
34708.47,35175.31,34556.85,34964.52,4344.343605,2021-02-02T16:00
34964.52,35021.85,34738,34851.47,2262.623255,2021-02-02T17:00
34851.47,35308.23,34790,35264.21,2743.262364,2021-02-02T18:00
35264.66,35800,35090.91,35762.03,4111.442418,2021-02-02T19:00
35762.05,35984.33,35525.1,35786.51,4024.740008,2021-02-02T20:00
35788.3,35896.49,35558.9,35653.07,2723.877664,2021-02-02T21:00
35653.03,35812.49,35530,35572.36,1588.325916,2021-02-02T22:00
35576.49,35699.38,35466,35466.24,1946.622173,2021-02-02T23:00
35472.71,36240,35362.38,36135.01,4260.425106,2021-02-03T00:00
36139.74,36349.64,35843.21,35879.27,3464.399183,2021-02-03T01:00
35879.26,36125.93,35816.74,35889.37,2828.485268,2021-02-03T02:00
35889.37,36500,35878.11,36403.47,3006.037536,2021-02-03T03:00
36403.47,36845,36403.47,36628.85,4488.054518,2021-02-03T04:00
36628.86,36690.14,36377.1,36460.12,2188.76658,2021-02-03T05:00
36462.63,36789,36435.96,36535.9,2417.770684,2021-02-03T06:00
36533.94,36590.08,36231.66,36297.57,2827.284067,2021-02-03T07:00
36297.58,36299.98,35640.93,36010.09,4414.920986,2021-02-03T08:00
36011.01,36036,35511,35851.19,3634.751842,2021-02-03T09:00
35851.19,36040,35657.69,35985.27,2271.00839,2021-02-03T10:00
35985.27,36238.38,35855.31,35969.41,2702.527929,2021-02-03T11:00
35969.41,36322.96,35810.9,36178.86,2932.291724,2021-02-03T12:00
36179.62,36720.56,35944.51,36537.42,4542.426422,2021-02-03T13:00
36537.42,36760.53,36369.56,36548.6,3658.661804,2021-02-03T14:00
36548.59,36917.27,36540.79,36850,4080.225476,2021-02-03T15:00
36850,37221.42,36643.07,37146.67,5690.30451,2021-02-03T16:00
37146.67,37179.69,36929,37176.86,3489.54181,2021-02-03T17:00
37176.87,37200,36688,37114.14,3606.788457,2021-02-03T18:00
37116.47,37136,36788.88,36788.89,2430.824869,2021-02-03T19:00
36788.89,37075.7,36644.44,37039.88,2729.999985,2021-02-03T20:00
37039.88,37420.51,36965.52,37256.97,3713.749982,2021-02-03T21:00
37256.97,37509.74,37232.72,37276.31,2590.420547,2021-02-03T22:00
37276.3,37662.63,37267.02,37618.87,2814.665988,2021-02-03T23:00
37620.26,38128,37615.93,38063.15,4961.192599,2021-02-04T00:00
38065,38288,37861.83,38147.35,4294.877656,2021-02-04T01:00
38147.36,38215.4,37505.51,37896.36,3775.56313,2021-02-04T02:00
37896.36,38015.5,37363.17,37498.78,3017.097423,2021-02-04T03:00
37498.78,37788.76,37326.83,37678.39,2283.222188,2021-02-04T04:00
37678.4,37924.35,37479.03,37578.23,2687.634161,2021-02-04T05:00
