date,compound
2021-01-28 14:00:00,11.1366
2021-01-28 15:00:00,8.2179
2021-01-28 16:00:00,6.76
2021-01-28 17:00:00,13.6957
2021-01-28 18:00:00,10.219899999999999
2021-01-28 19:00:00,6.0615000000000006
2021-01-28 20:00:00,14.3565
2021-01-28 21:00:00,8.2827
2021-01-28 22:00:00,20.9508
2021-01-28 23:00:00,12.0495
2021-01-29 00:00:00,16.0041
2021-01-29 01:00:00,4.6843
2021-01-29 02:00:00,15.279
2021-01-29 03:00:00,13.866
2021-01-29 04:00:00,8.0262
2021-01-29 05:00:00,16.2881
2021-01-29 06:00:00,11.2714
2021-01-29 07:00:00,10.3923
2021-01-29 08:00:00,6.914199999999999
2021-01-29 09:00:00,19.8975
2021-01-29 10:00:00,8.0805
2021-01-29 11:00:00,16.6698
2021-01-29 12:00:00,17.3702
2021-01-29 13:00:00,18.3321
2021-01-29 14:00:00,14.0134
2021-01-29 15:00:00,24.6807
2021-01-29 16:00:00,11.9327
2021-01-29 17:00:00,11.8994
2021-01-29 18:00:00,17.6798
2021-01-29 19:00:00,14.3752
2021-01-29 20:00:00,8.3037
2021-01-29 21:00:00,7.7519
2021-01-29 22:00:00,10.8881
2021-01-29 23:00:00,6.443600000000001
2021-01-30 00:00:00,7.8494
2021-01-30 01:00:00,12.622300000000001
2021-01-30 02:00:00,8.8957
2021-01-30 03:00:00,8.522
2021-01-30 04:00:00,7.8626000000000005
2021-01-30 05:00:00,1.5114
2021-01-30 06:00:00,10.3824
2021-01-30 07:00:00,5.1856
2021-01-30 08:00:00,2.5292
2021-01-30 09:00:00,-0.7761000000000001
2021-01-30 10:00:00,8.6063
2021-01-30 11:00:00,5.0139
2021-01-30 12:00:00,6.2171
2021-01-30 13:00:00,6.2628
2021-01-30 14:00:00,9.5867
2021-01-30 15:00:00,8.7035
2021-01-30 16:00:00,5.761
2021-01-30 17:00:00,7.618799999999999
2021-01-30 18:00:00,6.2645
2021-01-30 19:00:00,3.3336
2021-01-30 20:00:00,7.6287
2021-01-30 21:00:00,12.2093
2021-01-30 22:00:00,5.9945
2021-01-30 23:00:00,2.5855
2021-01-31 00:00:00,8.1193
2021-01-31 01:00:00,8.828199999999999
2021-01-31 02:00:00,4.3026
2021-01-31 03:00:00,7.7052
2021-01-31 04:00:00,3.8703
2021-01-31 05:00:00,5.8002
2021-01-31 06:00:00,0.7685
2021-01-31 07:00:00,1.3842999999999999
2021-01-31 08:00:00,8.052
2021-01-31 09:00:00,7.0604
2021-01-31 10:00:00,5.1575
2021-01-31 11:00:00,3.6705
2021-01-31 12:00:00,3.9553
2021-01-31 13:00:00,2.4557
2021-01-31 14:00:00,6.0207999999999995
2021-01-31 15:00:00,5.7442
2021-01-31 16:00:00,3.9481
2021-01-31 17:00:00,14.3709
2021-01-31 18:00:00,17.7676
2021-01-31 19:00:00,5.9762
2021-01-31 20:00:00,11.5932
2021-01-31 21:00:00,13.1793
2021-01-31 22:00:00,15.5147
2021-01-31 23:00:00,8.4491
2021-02-01 00:00:00,2.6084
2021-02-01 01:00:00,8.9088
2021-02-01 02:00:00,3.6196
2021-02-01 03:00:00,7.7361
2021-02-01 04:00:00,8.6461
2021-02-01 05:00:00,7.1739999999999995
2021-02-01 06:00:00,16.6775
